"","Salary","Age","G","MP","mean_views","PTS","GS","X3P.","X2P.","FT.","PF","STL","BLK","TOV","Play","Season","Pos1"
"562",815615,22,82,28.7,407.430136986301,11,74,0.356,0.484,0.747,2.8,0.9,0.2,1.5,0,2,4
"563",12100000,26,30,30.6,1111.47945205479,14.3,30,0.306,0.463,0.739,2,0.8,0.3,2.3,0,2,5
"564",5000000,39,77,24.7,3561.29234972678,12,77,0.409,0.494,0.898,1.9,0.6,0.6,0.7,0,2,1
"565",2550000,21,74,24.5,931.087671232877,11.6,19,0.351,0.524,0.75,3,0.5,0.4,1.9,0,2,1
"566",2621280,21,79,33.4,61.5917808219178,20.5,71,0.34,0.502,0.805,2.7,1.5,0.3,2.7,0,2,5
"567",1312611,24,21,21.3,116.295890410959,5.9,13,0.299,0.481,0.733,2,0.5,0.2,1,0,2,2
"568",3294994,26,81,21.8,971.93698630137,7.8,4,0.426,0.497,0.79,1.5,0.2,0.2,0.7,0,2,4
"569",4468800,20,82,25.2,629.460273972603,6.5,37,0.366,0.426,0.765,2,0.3,0.6,1.4,0,2,2
"570",16400000,27,70,32.7,3486.92876712329,11,70,0.301,0.562,0.775,2.6,1.4,1.3,2.9,0,2,2
"571",815615,22,53,13.5,246.38904109589,3.3,6,0.256,0.409,0.8,0.9,0.3,0,0.4,0,2,5
"573",23500000,32,81,30.4,3495.7698630137,16.6,81,0.143,0.559,0.574,3.1,0.6,1.6,2.6,0,2,1
"574",9003125,26,79,21.2,186.208219178082,8.5,25,0.333,0.656,0.719,2.4,0.8,0.4,0.7,0,2,1
"575",17878652,36,67,22.9,7361.59836065574,11.4,3,0.288,0.468,0.714,1.9,0.9,0.7,2.1,0,2,5
"576",8445024,28,82,31.5,192.901369863014,12.5,80,0.425,0.556,0.706,2.2,1,0.1,1.2,0,2,5
"577",6352531,28,78,18.9,187.786301369863,5.3,0,0,0.584,0.667,2.4,0.4,0.7,0.8,0,2,1
"580",3332340,23,63,28.7,535.104109589041,12.7,63,0.326,0.52,0.649,2.3,1.3,0.3,2.7,0,2,3
"581",3381480,21,64,19.5,521.046575342466,8.6,14,0.318,0.415,0.76,1.3,0.6,0.2,1.8,0,2,3
"582",17884176,25,71,25.8,1500.41095890411,14.1,71,0,0.594,0.848,2.6,0.5,0.5,1.7,0,2,1
"583",14500000,28,74,31.4,1355.4,17.7,74,0.347,0.545,0.795,2.5,2,0.6,2.9,0,2,3
"584",12943020,29,69,31.2,975.468493150685,18,30,0.359,0.544,0.809,1.7,0.6,0.4,1.9,0,2,5
"587",6514288,30,69,25.1,466.846575342466,10.9,43,0.36,0.517,0.778,2.3,0.9,0.4,1,0,2,2
"588",17000000,25,57,32.2,288.032876712329,17.8,57,0.379,0.516,0.867,2.4,0.8,0.3,1.7,0,2,4
"589",17131148,29,79,25.7,614.92602739726,8.2,40,0.318,0.485,0.85,2.1,0.6,0.4,1.3,0,2,4
"590",2847600,24,79,23.2,580.180821917808,11.1,4,0.38,0.459,0.799,1.2,0.5,0.2,0.8,0,2,2
"591",3501120,19,78,21.9,990.931506849315,5.9,9,0.318,0.385,0.721,2.3,0.8,0.2,1.7,0,2,3
"592",1312611,23,76,20,359.580821917808,8.6,0,0.414,0.437,0.832,1.7,0.9,0.3,1,0,2,3
"593",1465920,20,14,5.7,296.183561643836,1.6,0,0.294,0.273,0.5,0.9,0.1,0.1,0.1,0,2,5
"594",8000000,31,65,24.8,148.065753424658,8.4,35,0.392,0.442,0.769,2.1,0.9,0.4,1.2,0,2,5
"595",2550055,23,67,34.4,333.150684931507,17.5,65,0.396,0.553,0.827,1.8,1.8,0.2,1.8,0,2,5
"596",20000000,31,67,27,784.304109589041,10,60,0.415,0.49,0.786,1.9,0.9,0.4,1.3,0,2,3
"598",1381403,32,41,22.7,1044.85205479452,12.1,2,0.369,0.504,0.85,2.1,0.6,0.4,0.8,0,2,5
"599",22471911,23,75,36.7,7422.21917808219,26.9,75,0.307,0.554,0.76,3.1,1.5,1.4,3,1,2,2
"600",1524305,24,23,14.7,787.624657534247,4.1,1,0.412,0.431,0.818,0.6,0.6,0,0.2,0,2,4
"601",17000450,31,75,31.7,18.9835616438356,17.3,75,0.37,0.481,0.801,2.4,0.8,0.2,2.2,1,2,3
"603",14112360,28,79,16.9,284.205479452055,5.9,0,0.311,0.511,0.775,1.9,0.6,0.5,0.7,0,2,1
"606",23112004,25,77,34.2,911.260273972603,18.9,77,0.357,0.478,0.827,1.2,0.6,0.2,1.5,0,2,2
"607",23775506,28,54,25.3,1092.35616438356,14,54,1,0.538,0.703,2.4,0.7,1.7,1.7,0,2,1
"608",1780800,21,38,8.7,214.021917808219,4,0,0.333,0.384,0.862,0.6,0.1,0,0.5,0,2,2
"609",1577230,26,74,19.7,12.4699453551913,7.4,2,0.318,0.533,0.763,1.6,0.4,0.1,0.8,0,2,5
"610",16000000,31,77,14.9,227.397260273973,4.8,0,0,0.561,0.703,3,0.5,0.5,1.3,0,2,1
"612",10337079,27,14,19.7,2019.27049180328,4.4,6,0.269,0.469,0.733,1.6,0.6,0.3,1.1,0,2,5
"613",1113863,26,20,21.1,267.5,8.6,1,0.333,0.423,0.902,1.8,0.8,0.1,1.5,0,2,3
"615",1312611,23,67,17.4,71.0846994535519,6.6,9,0.25,0.461,0.702,1.7,0.5,0.1,1.3,0,2,3
"616",6261394,28,32,26.9,12320.5835616438,15.2,15,0.293,0.438,0.893,1.8,0.5,0.1,3,0,2,3
"617",1312611,22,16,11.3,243.950819672131,6.3,0,0.389,0.485,0.684,1.4,0.5,0.1,1.5,0,2,3
"620",1312611,20,43,9.5,475.958904109589,3.7,0,0,0.504,0.765,1.1,0.2,0.3,0.6,0,2,1
"625",6782392,22,31,24,1140.44657534247,12.6,3,0.383,0.514,0.741,1.6,0.8,0.3,1.5,0,2,2
"629",6796117,27,80,26.1,1708.27945205479,9.7,47,0.323,0.488,0.818,2.3,0.8,0.3,0.9,0,2,4
"630",4995120,22,28,12.6,1777.90410958904,6.3,0,0.25,0.567,0.724,1.8,0.1,0.6,0.8,0,2,1
"631",77250,24,22,15.6,159.958904109589,4.7,6,0.5,0.549,0.625,2.2,0.4,1,0.4,0,2,4
"632",1312611,23,35,4.6,150.241095890411,1,1,0.2,0.37,0.667,0.4,0.2,0.1,0.1,0,2,4
"635",15270762,37,80,20.7,1557.33333333333,10.3,0,0.331,0.477,0.903,1.1,0.5,0.1,1.2,0,2,5
"636",3355320,20,81,31.7,784.756164383562,16.7,80,0.378,0.502,0.905,2.1,1,0.3,2.1,0,2,3
"637",6998920,35,50,20.3,435.081967213115,4.9,0,0.331,0.45,0.8,1.6,0.5,0.1,1.3,0,2,3
"639",3028410,27,72,22.3,5.24930747922438,7.1,22,0.333,0.567,0.836,1.9,0.7,0.3,0.8,0,2,4
"640",28299399,28,72,35.4,5059.78630136986,30.4,72,0.367,0.531,0.858,2.3,1.8,0.7,4.4,1,2,5
"641",13734000,30,73,26.6,544.690410958904,10.8,41,0.308,0.587,0.698,2.6,1,0.7,1.9,0,2,2
"643",77250,22,6,10.2,13.5792349726776,2.8,0,0.3,0.5,0.667,0.7,0,0,0.2,0,2,5
"645",8533333,27,55,28,178.468493150685,10.3,54,0.339,0.499,0.721,2.8,0.6,0.5,1.4,0,2,2
"646",10000000,32,48,14.3,233.832876712329,3.2,0,0.363,0.452,0.771,1.8,0.5,0.2,0.6,0,2,2
"647",1471382,23,73,22.8,91.7431693989071,7.7,36,0.347,0.47,0.767,2.9,0.5,0.7,1.2,0,2,2
"648",1713720,19,72,20,207.243835616438,8.2,31,0.333,0.599,0.776,2,0.4,1.2,1.1,0,2,1
"649",2328652,34,62,25,335.095628415301,7.5,56,0.291,0.459,0.84,1.6,0.6,0.1,1.9,0,2,3
"651",2328652,40,51,16,833.355191256831,3.3,4,0.348,0.487,0.889,1,0.8,0.3,0.5,0,2,5
"652",2116955,30,65,9.5,2229.96438356164,4.8,17,0,0.638,0.731,1.4,0.3,0.9,0.4,0,2,1
"654",4956480,21,70,30.7,1700.55068493151,14.5,70,0.395,0.507,0.644,2.6,1,0.4,1.8,0,2,5
"655",5645400,19,80,30.5,2046.15068493151,13.9,80,0.434,0.492,0.826,2.1,1,0.7,1.4,0,2,4
"656",2116955,31,78,23.4,1119.60821917808,10.8,13,0.312,0.54,0.868,1.9,0.5,0.4,1,0,2,2
"657",19000000,29,70,33,844.871232876712,14.2,70,0.368,0.477,0.845,2.4,1.5,0.3,2.5,0,2,3
"658",593780,27,9,4.3,162.472677595628,1.7,0,0.2,0.667,0.5,0.3,0,0.3,0.2,0,2,1
"659",1524305,23,81,20.3,493.106849315068,8.4,1,0.291,0.613,0.675,1.9,0.4,1,0.7,0,2,2
"660",7000000,25,80,24.6,295.405479452055,12.9,18,0.37,0.495,0.861,1.7,0.8,0.4,1.2,0,2,5
"661",12000000,29,1,25,3838.29508196721,18,1,0.5,0.4,1,3,0,0,3,0,2,3
"662",1713840,25,74,22.8,679.94262295082,8.4,26,0.326,0.468,0.745,1.8,0.9,0.1,1.2,0,2,3
"663",9000000,29,39,23.7,279.054644808743,7.9,11,0.37,0.474,0.795,2.3,0.6,0.2,1.2,0,2,5
"664",18696918,28,59,36.7,61.3671232876712,22.2,59,0.35,0.509,0.854,1.3,2,0.4,1.8,0,2,5
"666",3290000,30,77,14.5,237.030054644809,6.3,0,0.343,0.464,0.863,0.7,0.4,0.1,0.5,0,2,5
"667",1524305,26,78,25.3,221.060273972603,10.8,14,0.419,0.589,0.827,2,0.4,0.3,1.2,0,2,5
"668",13636364,30,82,31.4,646.484931506849,11.5,81,0.44,0.516,0.795,2.2,1.1,0.2,1.9,0,2,4
"669",10254904,36,55,21.9,30.7950819672131,6.8,4,0.276,0.493,0.889,1.2,0.3,0.1,0.9,0,2,4
"671",708200,24,6,6.3,144.902684563758,1.5,0,0,0.6,0.5,0.5,0.3,0,0.3,0,2,2
"672",6100266,23,63,30.3,3897.38630136986,22.9,63,0.308,0.527,0.769,3.3,0.6,1.8,3.7,1,2,1
"673",1524305,26,55,9.7,230.68306010929,4.1,1,0,0.53,0.638,0.8,0.2,0.1,0.6,0,2,1
"674",1936920,20,74,24.1,274.550684931507,10.5,26,0.34,0.598,0.715,2.9,0.6,1.1,1.4,0,2,2
"675",11422536,27,76,25.9,226.276712328767,8.8,69,0.143,0.578,0.57,2.7,0.6,1.4,1.1,0,2,1
"677",18063850,27,41,34.4,2992.48493150685,19.4,41,0.371,0.436,0.726,2,1.4,1.1,3.9,0,2,3
"678",77250,22,11,16,100.635616438356,8.7,4,0.167,0.565,0.536,1.6,0.3,0.2,0.8,0,2,2
"679",1524305,24,36,10.5,2.8080229226361,4.8,0,0.326,0.422,0.84,1.3,0.3,0.2,0.4,0,2,2
"680",10497319,28,8,17,209.603825136612,5.4,0,0,0.455,0.867,2,0.1,0.4,0.9,0,2,2
"681",4000000,30,74,15.3,356.795081967213,5.8,19,0.414,0.511,0.807,1.7,0.3,0.2,0.4,0,2,2
"682",15460675,25,77,22.4,649.128767123288,12.7,77,0.405,0.587,0.806,2.5,0.4,0.9,1.5,0,2,1
"683",4186320,20,27,19.9,440.958904109589,5.4,10,0.348,0.394,0.76,1.8,1.2,1.1,1,0,2,2
"684",6300000,28,69,29.4,881.926229508197,13.9,50,0.338,0.512,0.768,2.5,0.8,0.2,2.1,0,2,5
"685",815615,23,57,14.2,890.961643835616,4.6,13,0,0.641,0.682,1.6,0.6,1,0.9,0,2,1
"686",11562500,25,81,23.3,1123.94794520548,13.9,2,0.352,0.5,0.8,1.3,0.7,0.1,1.6,0,2,5
"687",1471382,23,23,12.3,155.139344262295,4,3,0.125,0.561,0.684,1.6,0.3,0.4,0.8,0,2,2
"688",2328652,36,57,16,11.0989010989011,4.5,32,0.464,0.545,0.8,1.4,0.5,0,0.7,0,2,3
"689",1394520,22,63,23.2,9.19178082191781,7.9,23,0.396,0.551,0.702,1.7,0.7,0.3,0.7,0,2,5
"690",1471382,26,69,14.2,143.071038251366,2.3,10,0.287,0.403,0.3,1.2,0.2,0.6,0.4,0,2,2
"691",5090040,20,77,25.4,1320.49589041096,13.1,35,0.263,0.464,0.634,2.8,1,0.5,1.9,0,2,4
"692",77250,28,18,12,89.8191780821918,2.6,0,0.364,0.292,1,0.9,0.4,0.1,0.5,0,2,3
"694",1471382,24,81,33.2,160.698630136986,12.9,81,0.378,0.495,0.845,2.5,1.5,0.9,1.7,0,2,4
"695",25686667,27,81,36.1,876.421917808219,19,81,0.337,0.557,0.786,2.5,1.5,0.8,2.6,0,2,5
"696",2076840,22,25,11.1,437.947945205479,3.3,3,0.28,0.6,0.833,1,0.2,0.1,0.4,0,2,2
"697",4149242,23,82,26.7,741.495890410959,16.1,49,0.222,0.575,0.718,3.3,0.5,0.5,2.6,0,2,1
"699",1579440,24,38,13.7,5.06849315068493,6.2,0,0.33,0.535,0.737,1.4,0.4,0.2,0.4,0,2,4
"700",4500000,28,72,31.5,599.701369863014,12.2,72,0.359,0.387,0.823,1.9,1.1,0.4,1.3,0,2,5
"701",2365560,22,68,22.1,708.895890410959,6.7,41,0.308,0.547,0.722,1.2,0.4,0.2,0.6,0,2,4
"703",2705040,21,68,24.7,448.682191780822,7.8,25,0.38,0.44,0.635,2.1,0.8,0.5,1.1,0,2,2
"704",2947304,23,79,26.4,823.254794520548,14.3,79,0,0.508,0.63,3.1,0.8,1.4,2.3,0,2,1
"705",77250,25,18,5.9,141.550684931507,1.1,1,0,0.545,0.778,0.8,0.2,0.1,0.5,0,2,3
"706",6216840,22,82,35.6,2228.38630136986,21.3,82,0.421,0.585,0.858,3.5,0.8,1.4,1.9,1,2,1
"707",18868625,26,9,23.3,5278.15616438356,16.2,9,0.314,0.539,0.816,1,2,1,1.8,0,2,4
"708",551866,22,16,8.8,846.789473684211,3.6,0,0.211,0.333,0.917,0.7,0.2,0.1,1,0,2,3
"709",12007169,26,76,23.4,1442.12054794521,11.5,22,0.379,0.59,0.77,2.9,0.8,0.5,1.9,0,2,2
"710",12000000,27,80,34.2,1088.53150684932,22.1,80,0.384,0.469,0.864,1.2,1.1,0.3,2.2,1,2,3
"711",12921348,28,32,14.4,444.095628415301,5.9,7,0,0.517,0.706,1.6,0.4,0.4,0.7,0,2,2
"712",16910112,28,65,27.5,380.646575342466,12.9,65,0.394,0.438,0.796,2.3,1.5,0.7,2.4,0,2,5
"713",17745894,24,74,33.2,910.591780821918,13.4,74,0.383,0.473,0.789,2,1.4,0.2,1.3,0,2,5
"714",25000000,29,68,34.2,12675.4520547945,26.4,68,0.419,0.565,0.889,2,0.7,1.8,3,1,2,4
"715",22642350,29,59,28,3513.98904109589,17.6,59,0.415,0.494,0.88,2,0.7,0.4,1.5,0,2,1
"716",1471382,21,66,13.8,435.934246575342,4,4,0.2,0.59,0.545,1.6,0.5,0.8,0.5,0,2,1
"718",14100000,26,82,36.4,396.813698630137,20.1,82,0.359,0.517,0.884,3.3,1.5,0.3,2.3,0,2,4
"719",17826150,27,73,34.3,4083.22191780822,20,73,0.44,0.526,0.837,1.6,0.8,0.5,1.8,1,2,5
"720",77250,20,32,20.1,97.1095890410959,6.1,12,0.282,0.46,1,1.9,0.6,0.2,1.4,0,2,3
"722",4046760,23,52,29.3,879.575342465753,13.4,43,0.321,0.457,0.737,3.3,2,0.5,2.9,0,2,3
"723",4503600,22,48,32.4,3086.24109589041,22.7,48,0.395,0.454,0.793,2.9,0.8,2.4,1.9,0,2,2
"724",2151704,24,74,26.7,413.295890410959,7.9,67,0.333,0.556,0.712,1.5,1.6,0.8,1.3,0,2,4
"726",7000000,36,73,21.6,3803.87945205479,9.2,4,0.436,0.537,0.889,1.8,0.4,0.4,0.8,0,2,5
"727",1423560,22,77,31.2,3275.95616438356,16.1,37,0.366,0.511,0.707,2.1,0.6,0.4,1.8,0,2,2
"728",28903704,31,78,32.2,1659.93698630137,16.2,78,0.399,0.474,0.854,2.5,1.1,0.2,2.3,1,2,3
"729",4087500,27,77,18,286.032876712329,7.1,10,0.235,0.599,0.772,2.5,0.5,1.3,1.3,0,2,1
"730",4666500,29,12,4.9,536.628415300546,1.9,0,0.4,0.313,0.538,0.3,0.1,0,0.3,0,2,4
"731",18868626,25,60,32.2,11293.2328767123,24.4,60,0.408,0.541,0.889,2,1.1,0.3,2.3,1,2,3
"732",21461010,32,75,33.5,1323.35616438356,23.1,75,0.293,0.526,0.837,2.1,0.6,1.2,1.5,1,2,1
"733",4180000,27,82,22.6,820.448087431694,9.2,7,0.289,0.495,0.661,2.2,0.6,0.2,1.6,0,2,5
"734",6655325,29,73,18.5,276.032786885246,4.1,31,0.403,0.364,0.83,1.8,0.4,0.2,0.5,0,2,2
"735",6666667,26,58,14.9,303.868493150685,6.2,2,0.344,0.418,0.805,0.7,0.6,0.1,0.3,0,2,5
"736",3821640,20,68,29.7,1332.87397260274,15.2,68,0.362,0.497,0.843,1.5,0.6,0.6,1.2,0,2,2
"737",33285709,33,82,36.9,23061.695890411,27.5,82,0.367,0.603,0.731,1.7,1.4,0.9,4.2,1,2,2
"739",6286560,20,52,34.2,12511.8849315068,10.2,50,0.305,0.42,0.451,2.3,1.7,0.8,2.6,0,2,3
"742",2116955,31,61,25.6,377.948087431694,7.5,15,0.364,0.599,0.684,1.6,1.2,0.4,1.1,0,2,2
"743",2947304,25,49,8.5,336.31693989071,2.5,3,0.263,0.721,0.679,1,0.5,0.9,0.3,0,2,1
"745",1974159,28,50,14.3,217.054644808743,5.2,14,0.385,0.525,0.773,1.1,0.2,0.1,0.4,0,2,4
"746",2759280,21,73,20,582.912328767123,7.6,9,0.415,0.463,0.855,1.2,0.6,0.2,0.9,0,2,5
"747",77250,22,20,16.3,75.0657534246575,6.7,1,0.354,0.457,0.727,1.4,0.3,0.8,0.6,0,2,2
"749",1504560,22,26,12.5,288.939516129032,3.4,4,0.3,0.36,0.773,1,0.4,0,0.4,0,2,5
"750",1312611,25,48,29.9,1185.81643835616,13,20,0.385,0.532,0.882,2.7,0.9,0.3,1.4,0,2,3
"751",2500000,28,54,18.8,289.920765027322,6.3,3,0.371,0.391,0.804,1.5,0.6,0.1,1.2,0,2,3
"752",77250,24,15,8.4,56.8849315068493,2.5,4,0.381,0.714,1,0.7,0.1,0.1,0.3,0,2,4
"753",1700640,21,62,9.4,194.715068493151,3.2,0,0.341,0.469,0.667,0.6,0.2,0.1,0.4,0,2,5
"754",2904480,19,63,13.6,996.402739726027,6.7,0,0.342,0.385,0.842,1,0.3,0.1,0.8,0,2,5
"756",2500000,40,65,20,59.051912568306,8.9,0,0.333,0.506,0.84,1.9,0.7,0.2,1.6,0,2,5
"757",22642350,33,73,33,1483.99452054795,17.2,73,0.341,0.456,0.834,2.5,0.7,1.4,2.7,0,2,1
"759",7082277,31,80,24.3,413.786301369863,12.1,2,0.377,0.509,0.908,1.1,0.8,0.2,1.2,0,2,5
"760",1312611,23,42,5.3,35.7936507936508,1.4,0,0.267,0.515,0.619,0.8,0.1,0,0.1,0,2,5
"761",5000000,28,54,26.8,13.4739726027397,13.6,21,0.368,0.467,0.805,1.9,0.6,0.2,1.2,0,2,2
"763",4538019,23,54,29.9,1064.07671232877,10.2,11,0.301,0.429,0.729,2.5,1.3,0.4,2.4,0,2,5
"765",4078320,22,75,22.1,452.920547945205,9.6,30,0.337,0.523,0.819,1.8,1.1,0.4,1.1,0,2,4
"766",7026240,19,14,18.1,3233.26301369863,7.1,0,0,0.409,0.476,1.6,0.9,0.3,1.2,0,2,5
"767",8000000,28,73,27,761.438356164384,11.5,73,0.367,0.529,0.82,3,0.8,0.5,1.7,0,2,2
"768",3073800,20,72,21.2,438.871232876712,7.7,49,0.295,0.509,0.608,2.8,0.7,1,1.5,0,2,2
"769",2116955,30,52,13,1094.86612021858,7.7,3,0.369,0.448,0.727,2,0.2,0.4,0.8,0,2,1
"770",13168750,31,78,25.7,346.13698630137,9.5,78,0.413,0.512,0.829,1.5,0.7,0.5,0.8,0,2,2
"771",14041096,27,74,19.4,659.632876712329,7.1,26,0,0.602,0.458,2.5,0.7,1.1,1.4,0,2,1
"774",9607500,27,38,18.7,754.32602739726,4.3,3,0.372,0.351,0.926,1.8,0.4,0,1.3,0,2,3
"776",815615,26,72,16.8,125.046575342466,5.4,36,0.313,0.613,0.746,1.6,0.4,0.7,0.4,0,2,2
"777",9904495,25,33,7.7,339.504109589041,3.4,2,0.423,0.673,0.818,1.1,0.2,0,0.3,0,2,1
"778",2116955,29,74,22.3,1473.45628415301,13.2,30,0.395,0.52,0.78,2,0.5,0.6,1.9,0,2,2
"779",2700000,26,52,16.1,1053.4602739726,4.6,2,0.237,0.365,0.82,1.9,0.8,0.4,1,0,2,3
"780",13000000,24,74,25,634.298630136986,9.2,74,0,0.505,0.684,1.9,0.7,0.4,0.7,0,2,4
"781",28530608,30,12,31.1,13.9644808743169,17.1,12,0.312,0.44,0.803,2,1,0.3,1.5,0,2,3
"783",5000000,26,53,20,150.413698630137,7.6,7,0.371,0.559,0.919,1.5,0.6,0.5,0.8,0,2,1
"784",1709538,29,76,18.5,223.317808219178,8.8,1,0.405,0.582,0.658,1.9,0.3,0.1,1,0,2,2
"790",77250,22,3,8.3,43.4876712328767,3.3,0,0,0.8,1,0.3,1,0,0.3,0,2,3
"791",1471382,24,76,17,296.701369863014,11,3,0.143,0.641,0.626,1.9,0.5,0.7,0.9,0,2,1
"793",2483040,21,65,28.2,482.682191780822,12.7,62,0.357,0.519,0.777,2.9,0.6,1.8,1.5,0,2,1
"796",3950000,29,67,20.5,241.26301369863,6.8,21,0.415,0.505,0.8,2.1,0.7,0.2,0.8,0,2,2
"797",4187599,23,30,15.7,1101.98904109589,4.4,6,0,0.529,0.75,2,1,0.7,0.9,0,2,1
"799",5192000,32,80,17.4,42.9535519125683,7.3,8,0.377,0.481,0.862,1.3,0.5,0.1,0.5,0,2,5
"800",22434783,29,64,31,309.87397260274,11.6,64,0.336,0.473,0.831,1.1,1,0.4,2,0,2,5
"802",3807146,24,41,12.8,549.008196721311,4.4,0,0.4,0.37,0.724,0.6,0.2,0.1,0.6,0,2,5
"803",1471382,22,75,32.6,1466.97260273973,18.5,73,0.396,0.538,0.85,2.8,1.2,0.8,2.8,0,2,1
"804",12500000,26,55,27.2,7.34794520547945,15.6,14,0.377,0.525,0.818,2,0.8,0.7,1.1,0,2,2
"805",12250000,27,57,29.5,376.583561643836,16.5,57,0.314,0.527,0.819,2.5,1,1.1,1.9,0,2,1
"806",4031018,22,54,16.2,225.980821917808,4.9,16,0.303,0.5,0.621,1.3,0.4,0.3,0.6,0,2,2
"807",1471382,24,70,15.2,322.569863013699,5.5,18,0.285,0.516,0.821,1.6,0.5,0.2,0.9,0,2,5
"808",1645200,20,74,20,481.813698630137,5.9,62,0.371,0.604,0.629,1.8,0.7,0.2,0.6,0,2,4
"809",1460927,25,6,13.3,99.7978142076503,3.3,4,0.364,0.6,0.667,1,0.2,0.2,0.2,0,2,2
"811",2106470,29,53,14,270.122950819672,5.7,7,0.455,0.595,0.725,1.3,0.3,0.4,0.7,0,2,4
"812",24773250,24,77,31.6,761.479452054794,14.7,77,0.441,0.537,0.828,2,1.5,0.5,1,0,2,4
"814",1312611,23,81,20.7,249.32602739726,7.3,5,0.22,0.612,0.621,2,0.8,0.5,0.8,0,2,2
"815",1471382,25,82,18.1,260.087671232877,5.4,5,0.352,0.506,0.841,1.5,0.3,0.3,0.5,0,2,5
"816",5513514,29,11,30.4,1326.49863013699,12.2,11,0.4,0.407,0.824,3.1,1.7,0.5,2.3,0,2,5
"817",1312611,22,57,16.9,1018.68767123288,4,10,0.238,0.503,0.765,1.2,0.8,0.2,0.7,0,2,5
"818",5192000,28,82,15.5,444.175342465753,3.9,3,0.386,0.421,0.87,1.1,0.6,0.3,0.4,0,2,2
"820",16000000,37,77,23.5,2672.23287671233,10.1,63,0.358,0.481,0.756,1.6,0.3,1,1.4,0,2,1
"821",19300000,27,79,36.6,4252.92602739726,21.9,79,0.401,0.454,0.822,2.9,2,0.5,2.7,1,2,4
"822",30769231,32,38,30.1,1076.96438356164,14.6,37,0.345,0.506,0.696,2.6,1,1.2,1.9,0,2,2
"823",1312611,23,54,15.3,189.838797814208,4,12,0.336,0.355,0.76,1.6,0.4,0.3,0.8,0,2,4
"825",1709538,27,70,19.4,230.142076502732,5.9,8,0.349,0.384,0.817,2.1,0.5,0.4,0.9,0,2,2
"827",189832,24,33,22.4,518.98904109589,9.5,18,0.442,0.514,0.88,1.8,0.4,0,1,0,2,3
"829",6300000,31,65,26.2,2608.80547945205,8.3,63,0.333,0.526,0.543,1.8,1.1,0.2,2.3,0,2,3
"830",2986463,31,28,14,206.781420765027,4.9,3,0.308,0.374,0.772,1,0.5,0.1,1.1,0,2,3
"831",2338653,21,28,7.6,143.51912568306,2.3,0,0.378,0.474,0.667,0.5,0.2,0.1,0.2,0,2,5
"832",1471382,25,41,12.1,21.0493150684932,4.5,0,0.404,0.481,0.743,0.9,0.3,0.1,0.9,0,2,3
"833",2328652,33,82,16.6,441.054644808743,6.9,2,0.352,0.444,0.818,1.1,0.6,0.2,0.9,0,2,3
"834",2500000,26,62,27.9,154.427397260274,11.3,52,0.445,0.536,0.796,1.1,0.8,0.2,0.8,0,2,4
"836",16000000,27,45,26.7,410.808219178082,14.6,45,0.308,0.475,0.836,1.9,0.6,0.1,2.2,0,2,3
"837",4828652,37,20,8.2,2951.38797814208,1.5,0,0.286,0.5,0.571,0.6,0.1,0.1,0.3,0,2,4
"838",1471382,24,48,15.5,248.134246575342,6.5,2,0.129,0.624,0.661,2,0.4,0.6,0.5,0,2,1
"839",14100000,27,77,29.3,1264.99452054795,13.1,77,0.352,0.451,0.866,2.7,1.6,0.1,2.7,0,2,3
"840",16698103,27,80,31.7,655.679452054795,12.6,80,0.369,0.497,0.853,3,1.7,0.9,1.6,0,2,4
"841",13788500,29,64,26.4,1152.89863013699,11.8,64,0.286,0.536,0.756,1.7,0.2,0.8,1.7,0,2,1
"842",2386864,25,60,26.9,267.093150684932,14.7,23,0.381,0.467,0.86,1.8,0.8,0.2,1.2,0,2,5
"843",1312611,26,18,16.6,159.257534246575,5.1,2,0.429,0.553,0.5,1.2,0.4,0.2,0.2,0,2,5
"844",4328000,24,29,13.3,6.17183098591549,2.4,1,0.333,0.346,0.769,1.1,0.9,0.2,0.6,0,2,5
"845",1455720,23,68,28.2,255.720547945205,13.9,59,0.241,0.491,0.788,2.1,1,0.7,1.8,0,2,4
"846",815615,24,69,16.7,69.6712328767123,5,4,0.356,0.47,0.803,1.5,0.5,0.2,0.8,0,2,4
"847",8406000,31,57,21.6,1226.01095890411,11.5,6,0.314,0.516,0.772,1.7,0.8,0.7,1.4,0,2,2
"849",28299399,29,80,36.4,7191.79726027397,25.4,80,0.298,0.485,0.737,2.5,1.8,0.3,4.8,1,2,3
"850",19578455,29,66,26.1,666.575342465753,9.3,50,0.386,0.539,0.774,1.9,0.4,0.3,0.6,0,2,2
"851",77250,23,24,12.7,452.487671232877,2,0,0.29,0.8,0.833,0.8,0.5,0,0.5,0,2,3
"852",1471382,31,61,12,363.256830601093,3.5,1,0,0.657,0.576,2,0.4,1.1,0.6,0,2,1
"853",1794600,23,73,12.1,491.655737704918,4.2,1,0.167,0.593,0.661,1,0.3,0.1,0.5,0,2,2
"854",4774445,28,52,12.3,313.155737704918,6.3,1,0.319,0.427,0.889,0.6,0.3,0.1,0.7,0,2,5
"855",1291892,23,73,15.8,330.468493150685,2.7,0,0.32,0.397,0.61,1.2,0.3,0.1,0.3,0,2,2
"856",20061729,28,76,27.5,1666.67123287671,12.6,76,0.36,0.559,0.797,2.8,0.4,1.3,1.2,0,2,2
