"","Salary","Age","G","MP","mean_views","PTS","GS","X3P.","X2P.","FT.","PF","STL","BLK","TOV","Play","Season","Pos1"
"2",2700000,32,65,13.8,11.155737704918,5,0,0.375,0.424,0.8,1.4,0.4,0.1,1,0,1,3
"3",4351320,21,80,28.7,1713.98633879781,12.7,72,0.288,0.528,0.719,2.2,0.8,0.5,1.1,0,1,4
"4",2022240,25,18,7.5,205.855191256831,3.5,0,0.2,0.513,0.737,1.8,0.4,0.4,0.4,0,1,2
"5",7680965,26,61,29.1,604.341530054645,8.7,25,0.33,0.445,0.706,1.7,1,0.7,1.5,0,1,2
"6",26540100,30,68,32.3,1556.3825136612,14,68,0.355,0.524,0.8,2,0.8,1.3,1.7,0,1,1
"7",10230179,32,66,14.1,603.188524590164,8.1,1,0,0.5,0.765,1.9,0.3,0.2,0.5,0,1,1
"8",1315448,34,30,10.3,5.40934065934066,2.9,0,0.318,0.444,0.75,1.2,0.1,0,0.2,0,1,4
"9",874636,24,47,15.1,21.2131147540984,7.4,0,0,0.519,0.625,2.7,0.6,0.7,0.8,0,1,1
"10",9904495,25,42,15.5,122.505464480874,6.7,0,0.329,0.43,0.769,1.2,0.4,0.1,0.8,0,1,5
"11",5994764,23,68,15.5,8.31147540983607,6,6,0.381,0.426,0.898,1.7,0.5,0.1,0.5,0,1,5
"12",4823621,23,77,20.3,316.685792349727,8,34,0.25,0.503,0.721,3.1,0.5,1.3,1.3,0,1,1
"13",4863206,28,39,15,4.91530054644809,5.3,15,0,0.511,0.725,2,0.5,0.6,0.8,0,1,1
"14",18500000,24,79,28.5,382.051912568306,10.7,7,0.444,0.49,0.847,2.2,0.7,0.3,0.8,0,1,5
"15",2255408,29,13,6.8,129.986338797814,0.8,0,0,0.273,0.556,1.1,0.4,0.1,0.3,0,1,4
"16",12000000,29,80,20.1,371.795081967213,6.5,77,0.409,0.612,0.67,2.6,0.6,0.8,1,0,1,2
"18",22116750,23,81,29.7,1249.84426229508,13.6,81,0.286,0.532,0.386,2.9,1.5,1.1,1.9,0,1,1
"19",11131368,33,76,26.3,3224.45628415301,7.6,0,0.362,0.651,0.706,1.3,1,0.5,0.8,0,1,4
"20",2183072,25,79,30.1,10.1010928961749,6.6,79,0.245,0.609,0.423,2.6,1.2,1,0.6,0,1,4
"21",11410378,32,27,21.6,2397.75136612022,2.9,21,0,0.475,0.273,3.2,0.5,0.9,1.6,0,1,1
"22",945000,22,72,20.5,5.94808743169399,5.9,18,0.276,0.363,0.763,2.7,0.7,0.3,1.2,0,1,3
"23",6088993,27,38,9,3.61281337047354,2.6,0,0.185,0.452,0.643,1.4,0.4,0.2,0.4,0,1,2
"24",6006600,21,82,37.2,2150.2131147541,23.6,82,0.356,0.473,0.76,2.2,1,0.4,2.3,0,1,4
"25",22116750,23,75,36.1,101.918032786885,28,75,0.299,0.524,0.802,2.2,1.3,2.2,2.4,1,1,1
"26",3488000,31,49,14.6,267.330601092896,5.5,7,0.308,0.479,0.919,0.9,0.5,0,0.1,0,1,5
"27",8000000,31,65,22.7,155.950819672131,7.1,9,0.391,0.537,0.744,1.7,0.5,0.3,0.9,0,1,2
"30",12500000,31,61,25.9,440.893442622951,8.4,45,0.411,0.457,0.892,1.7,0.3,0.1,0.7,0,1,5
"31",11000000,24,74,27.8,830.166666666667,12,29,0.371,0.491,0.691,2.5,0.6,0.1,1.6,0,1,5
"32",8269663,26,55,33.4,468.612021857923,16.3,55,0.39,0.504,0.731,2.6,1.2,0.2,1.6,0,1,5
"33",4008882,23,61,19.3,332.713114754098,8.1,26,0.382,0.462,0.753,1.8,0.5,0.1,1,0,1,5
"34",980431,34,39,14.4,232.770491803279,5.8,0,0.344,0.491,0.941,0.7,0.3,0,0.9,0,1,3
"36",20093064,27,61,34,2700.96994535519,21.6,61,0.336,0.514,0.76,2.6,0.9,0.4,2.3,0,1,2
"39",1404600,21,64,15.6,304.147540983607,6.8,13,0.333,0.541,0.661,1.5,0.3,0.2,0.6,0,1,2
"40",3573020,27,81,25.7,6.04644808743169,13.7,54,0.367,0.512,0.893,1.8,0.4,0.1,1.6,0,1,4
"41",7000000,34,73,17.6,695.046448087432,4.6,33,0.247,0.512,0.743,1.1,0.2,0.1,1.2,0,1,2
"42",22116750,23,77,34.9,496.729508196721,23.1,77,0.404,0.538,0.825,2.2,1.1,0.3,2,0,1,5
"43",5709880,29,28,16,166.098360655738,6.8,5,0,0.619,0.657,1.5,0.4,0.7,0.4,0,1,2
"44",1551659,31,52,11.1,269.193989071038,5.6,0,0.333,0.579,0.875,0.9,0.3,0.2,0.6,0,1,2
"45",5281680,19,79,28.8,2113.98087431694,9.4,40,0.294,0.443,0.621,2,0.6,0.5,1.5,0,1,4
"46",5587318,27,81,22.2,1263.24590163934,7.1,13,0.313,0.399,0.75,1.4,0.9,0,1.6,0,1,3
"47",12606250,25,54,21.1,10.9207650273224,11,5,0.324,0.425,0.857,1.6,0.5,0.1,1.6,0,1,5
"48",3500000,31,47,21.9,663.371584699454,4.2,33,0.386,0.356,0.722,0.9,0.5,0.5,0.6,0,1,5
"51",21165675,28,75,29.6,880.010928961749,20.5,75,0.346,0.536,0.81,2.6,0.5,1.7,2.5,0,1,1
"53",543471,23,36,7.9,174.120218579235,2.6,0,0.321,0.413,0.833,0.6,0,0,0.3,0,1,5
"54",3517200,24,82,23,2198.18579234973,10.6,55,0.391,0.461,0.842,1.4,0.5,0.1,1.2,0,1,5
"58",2112480,22,31,14.9,583.218579234973,5.2,0,0.314,0.346,0.625,1.7,0.5,0.1,0.9,0,1,3
"59",1562280,22,57,21.7,285.341530054645,8.2,26,0.321,0.571,0.72,1.6,0.9,0.1,1,0,1,4
"60",24559380,32,74,34.3,4679.16666666667,22.4,74,0.359,0.466,0.833,2.7,0.8,0.5,2.1,1,1,4
"61",22116750,28,34,19.9,833.904371584699,6.2,34,0.269,0.388,0.814,1.5,0.6,0.1,0.7,0,1,4
"62",7806971,33,74,18.9,1233.72404371585,9.1,15,0.409,0.546,0.851,1.9,0.4,0.5,0.7,0,1,1
"65",1551659,38,12,9.5,1666.81693989071,2.3,0,0,0.474,0.714,1.7,0.4,0.6,0.4,0,1,1
"66",1191480,21,16,5,161.915300546448,2.3,0,0.143,0.6,0.6,0.4,0.1,0.1,0.2,0,1,2
"67",22868827,31,61,31.5,3176.50546448087,18.1,61,0.411,0.518,0.892,2.4,2,0.1,2.4,0,1,3
"68",874636,21,13,8.2,144.653005464481,2.7,0,0,0.667,0.733,0.8,0.2,0.5,0.5,0,1,2
"71",5318313,24,62,27.8,448.054644808743,10.3,58,0,0.572,0.679,3,1,0.9,1,0,1,1
"73",7612172,30,82,15.6,377.355191256831,4.5,11,0.229,0.522,0.735,1.6,0.7,0.2,0.7,0,1,4
"74",7315000,25,80,25,951.699453551913,9.3,22,0.356,0.477,0.77,1.8,0.8,0.2,1.4,0,1,3
"75",11242000,31,77,31.9,674.595628415301,10.8,74,0.401,0.49,0.867,1.8,1.1,0.3,0.9,0,1,5
"77",5332800,20,63,28.7,2103.52732240437,15.6,60,0.352,0.447,0.782,2.1,1.4,0.3,2.8,0,1,3
"80",24328425,26,75,35.9,2532.12021857923,27,75,0.37,0.492,0.895,2,0.9,0.3,2.6,0,1,3
"83",15050000,28,63,33.9,425.852459016393,18.2,63,0.389,0.491,0.902,1.5,0.6,0.2,1.3,0,1,4
"84",10000000,29,68,26.6,6.91780821917808,7.3,68,0.379,0.42,0.844,1.8,1,0.8,1.1,0,1,5
"85",3000000,29,66,25,133.346994535519,6.6,35,0.392,0.579,0.593,1.5,0.6,0.4,0.4,0,1,2
"86",3940320,21,66,18.6,569.789617486339,6.2,26,0.295,0.519,0.795,2.2,0.3,0.2,1.2,0,1,3
"88",2318280,22,81,26.3,19.6830601092896,12.8,36,0.311,0.469,0.782,2,0.7,0.4,2.3,0,1,2
"89",8070175,28,41,15.6,115.748633879781,6.4,7,0.453,0.429,0.864,1.9,0.5,0.5,0.9,0,1,2
"90",5229454,29,68,30.3,365.631147540984,13.2,64,0.417,0.495,0.86,1.8,1,0.1,1.7,0,1,3
"91",874636,23,39,9.8,129.647540983607,3.3,1,0.261,0.438,0.75,1,0.3,0.1,0.7,0,1,5
"93",1551659,36,68,12.6,25.155737704918,4.6,0,0.375,0.541,0.768,1.5,0.6,0.7,1.1,0,1,1
"94",543471,24,67,12.1,19.0983606557377,4.5,6,0.399,0.557,0.824,1.1,0.3,0.4,0.5,0,1,2
"96",21165675,28,81,31.7,1922.74590163934,12.7,81,0,0.717,0.482,2.6,0.6,1.7,1.4,1,1,1
"97",1015695,28,62,12.5,405.344262295082,2.5,19,0.37,0.396,0.625,1.3,0.8,0.2,0.7,0,1,5
"98",1180080,20,38,8.5,478.003937007874,3.4,8,0.391,0.441,0.7,0.8,0.2,0.2,1,0,1,3
"99",1577280,24,27,16.5,261.707650273224,5.6,0,0.333,0.453,0.764,1.1,1,0.4,0.9,0,1,3
"100",26540100,27,74,35.4,2689.17213114754,27.3,74,0.266,0.484,0.842,1.8,1.1,0.2,2.4,1,1,5
"101",15756438,26,72,34.2,2257.64754098361,27,72,0.361,0.483,0.772,3.9,1.4,1.3,3.7,1,1,1
"102",14200000,30,72,26.1,642.70218579235,8.9,72,0.341,0.483,0.761,2,1.1,0.4,0.8,0,1,4
"103",1450000,22,5,3.4,205.060109289617,2,0,1,0.667,0.5,0,0,0,0,0,1,3
"104",2708582,23,79,31.5,3.41551246537396,17.9,78,0.34,0.487,0.855,1.9,0.9,0.2,3.3,0,1,3
"105",2092200,23,57,17.1,829.128415300546,5.1,0,0.351,0.363,0.778,1.5,0.5,0.1,0.9,0,1,5
"106",14885520,32,64,25.9,1007.56010928962,11,44,0.363,0.486,0.826,2.2,0.5,0.1,2.2,0,1,3
"107",11050000,25,50,23.7,330.161202185792,9.5,39,0.3,0.491,0.615,2.1,0.9,0.8,1.2,0,1,2
"109",21323252,28,64,32.5,4586.61475409836,18,64,0.217,0.487,0.874,1.3,0.7,0.3,2.3,0,1,3
"110",5020145,25,50,16.1,9.71311475409836,6.1,11,0.309,0.531,0.652,1.2,0.3,0.1,0.6,0,1,2
"111",2223600,20,78,35,1871.0956284153,22.1,78,0.363,0.447,0.832,3.1,0.9,0.3,3.1,0,1,5
"112",4227996,33,65,16.7,313.945355191257,6.7,0,0.328,0.476,0.829,1.6,0.7,0.1,0.9,0,1,3
"116",2898000,25,46,30.1,964.653005464481,15.8,43,0.395,0.438,0.646,2.1,0.9,0.4,2.2,0,1,5
"117",25000000,38,54,26.4,3561.29234972678,14.2,54,0.378,0.463,0.875,2.1,0.6,0.7,0.9,0,1,2
"118",2440200,20,81,20.1,1338.71584699454,5.9,66,0.321,0.438,0.657,2.5,0.5,0.4,1,0,1,2
"119",607491,26,34,14.1,8.17486338797814,4.4,0,0.234,0.505,0.51,1.6,0.5,0.3,0.9,0,1,2
"120",543471,23,81,20.3,165.491428571429,4.3,35,0.293,0.479,0.754,1.5,0.6,0.3,0.6,0,1,2
"121",2483040,25,66,22.8,685.855191256831,9,5,0.37,0.502,0.845,1.2,0.2,0.1,0.6,0,1,4
"122",4276320,19,43,13.3,823.571038251366,3.4,0,0.277,0.483,0.364,1.7,0.2,0.5,0.7,0,1,2
"123",15330435,26,76,32.5,5100.28415300546,10.2,76,0.308,0.494,0.709,2.9,2,1.4,2.4,1,1,2
"124",23500000,31,74,29.7,3615.49180327869,13.5,74,0,0.635,0.533,2.7,0.9,1.2,2.3,0,1,1
"125",8375000,25,77,17.3,310.453551912568,6.7,3,0.284,0.571,0.759,1.8,0.8,0.5,0.4,0,1,1
"126",23200000,35,60,29.9,7361.59836065574,18.3,59,0.31,0.456,0.794,1.9,1.4,0.7,2.3,0,1,5
"127",8801363,27,73,24.9,240.030054644809,9.6,22,0.37,0.501,0.77,1.8,0.7,0.4,0.8,0,1,5
"129",2613600,22,82,29.4,5.34520547945205,12.8,58,0.274,0.509,0.692,2.2,1.1,0.5,2.2,0,1,3
"130",3241800,20,55,25.6,651.289617486339,11,41,0.315,0.408,0.784,1.7,0.7,0.2,2.2,0,1,3
"131",17145838,24,72,21.3,1333.06284153005,14.3,0,0.132,0.568,0.786,2.1,0.4,0.5,1.7,0,1,1
"132",14000000,27,66,33,486.188524590164,21.1,66,0.335,0.477,0.847,2.5,1.4,0.5,3.4,0,1,3
"133",12385665,28,75,31,565.510928961749,16.2,15,0.372,0.468,0.84,2,0.6,0.5,1.6,0,1,5
"134",8400000,29,82,26.1,26.5109289617486,13.1,52,0.353,0.496,0.778,2.6,0.7,0.3,1.4,0,1,2
"135",17000000,24,68,32.9,343.20218579235,17.2,66,0.356,0.491,0.805,2.6,1,0.1,2.1,0,1,5
"136",16393443,28,65,25.5,783.243169398907,9,12,0.263,0.47,0.825,1.9,0.8,0.4,1.5,0,1,4
"137",2730000,23,75,26.1,749.483606557377,11.7,16,0.328,0.455,0.756,1.9,0.6,0.5,1,0,1,1
"138",543471,22,37,7.9,271.991803278689,2.9,0,0.379,0.341,0.818,1,0.4,0.1,0.4,0,1,3
"139",8000000,30,65,26.6,141.229508196721,7.8,21,0.373,0.476,0.784,2.2,1.3,0.4,1.2,0,1,5
"140",1655880,22,57,31.3,218.928961748634,14.9,56,0.42,0.558,0.776,1.6,1.2,0.1,1.3,0,1,5
"141",8000000,30,49,31.5,17.3661202185792,16.9,49,0.403,0.523,0.801,2.3,1,0.2,1.7,0,1,3
"142",650000,23,23,4,406.937158469945,0.9,0,0.083,0.333,1,0.3,0.1,0,0.2,0,1,2
"143",2202240,19,22,16.1,316.879781420765,5.6,0,0,0.56,0.857,2,0.1,0.8,1.1,0,1,1
"144",1410598,31,47,11.4,814.734972677596,5.6,0,0.351,0.463,0.805,1,0.2,0.1,0.5,0,1,4
"145",9000000,29,72,23.2,147.806010928962,9.2,41,0.353,0.455,0.806,1.8,0.6,0.2,0.9,0,1,5
"146",2995420,22,80,35.6,2299.44808743169,22.9,80,0.272,0.563,0.77,3.1,1.6,1.9,2.9,1,1,4
"147",1050500,23,69,20.7,473.049180327869,6.1,27,0.392,0.512,0.711,0.9,0.6,0.3,0.5,0,1,4
"148",15891725,30,73,33.7,22.5109289617486,20.3,73,0.405,0.499,0.79,2.7,1.2,0.2,2.9,0,1,3
"149",16073140,26,73,34.5,991.01912568306,21.9,73,0.398,0.506,0.844,1.6,1,0.3,1.9,1,1,4
"150",2348782,27,82,32.4,295.650273224044,10,82,0.372,0.511,0.814,3.1,1.1,1.2,1.3,0,1,2
"151",17145838,26,81,22.5,316.754098360656,11.7,0,0,0.536,0.741,2.1,1.1,0.5,1.7,0,1,1
"152",22116750,24,79,35.5,1862.34426229508,19.2,79,0.351,0.492,0.861,1.6,0.8,0.2,1.3,0,1,2
"154",1704120,20,19,7.7,243.46174863388,3.2,2,0.286,0.448,0.5,0.3,0.1,0.1,0.7,0,1,2
"155",1015696,25,77,14.8,12.4699453551913,6.8,0,0.374,0.556,0.759,1,0.5,0.1,0.7,0,1,5
"157",9662922,26,76,25.5,2019.27049180328,7.5,31,0.36,0.469,0.789,2,0.8,0.4,1,0,1,5
"158",1015696,25,39,15.2,267.5,4.6,0,0.266,0.481,0.909,0.9,0.6,0,0.5,0,1,5
"160",1074145,21,73,22.5,243.950819672131,7.4,26,0.295,0.446,0.805,2.4,0.6,0.5,1.9,0,1,3
"162",1034865,19,38,16,430.092896174863,7.5,11,0,0.536,0.653,1.7,0.4,0.9,0.8,0,1,1
"166",5374320,21,51,33.9,965.609289617486,20.1,50,0.365,0.525,0.743,2.2,1,0.4,1.8,0,1,2
"167",6286408,26,72,32.4,595.191256830601,13.9,72,0.398,0.54,0.811,2.2,1,0.3,1.1,0,1,4
"169",600000,22,35,7.1,209.603825136612,2.2,1,0.255,0.342,0.765,0.6,0.3,0.1,0.3,0,1,4
"171",13253012,36,82,26.3,1557.33333333333,12.3,1,0.36,0.443,0.857,1.4,0.7,0.2,1.6,0,1,5
"172",3210840,19,82,21.5,676.409836065574,9.9,10,0.334,0.466,0.883,1.5,0.6,0.3,1.4,0,1,5
"173",4540525,34,75,27.3,435.081967213115,9.2,39,0.388,0.489,0.714,2.6,0.7,0.1,1.7,0,1,3
"174",2898000,26,64,23.5,5.24930747922438,6.7,28,0.372,0.516,0.782,2.6,0.7,0.3,0.9,0,1,4
"175",26540100,27,81,36.4,3655.37978142077,29.1,81,0.347,0.53,0.847,2.7,1.5,0.5,5.7,1,1,3
"178",980431,24,52,8.8,783.25956284153,2.8,2,0.25,0.55,0.5,0.9,0.3,0.6,0.4,0,1,2
"179",1825200,21,29,7.6,13.5792349726776,2.3,0,0.343,0.565,0.667,0.5,0.3,0.1,0.1,0,1,5
"180",980431,26,77,27.3,153.174863387978,8.9,75,0.379,0.549,0.802,3.2,0.6,0.4,1.2,0,1,2
"181",10470000,31,64,21.3,272.950819672131,6.8,7,0.379,0.559,0.662,2.4,0.7,0.3,1.1,0,1,2
"182",5628000,24,11,10.7,543.502732240437,3.4,1,0.167,0.414,0.5,1.5,0.4,0.1,0.4,0,1,2
"183",1286160,22,42,13.3,91.7431693989071,3.9,3,0.36,0.389,0.8,2.2,0.4,0.2,0.7,0,1,2
"185",1551659,39,74,18.4,833.355191256831,4.1,0,0.427,0.444,0.828,1.3,0.6,0.3,0.5,0,1,5
"186",1403611,29,77,9.6,1380.22677595628,6.1,10,0,0.658,0.505,1.4,0.2,0.9,0.5,0,1,1
"187",4743000,20,78,17.2,843.614754098361,6.6,20,0.341,0.507,0.685,1.8,0.4,0.2,0.9,0,1,4
"188",15000000,30,69,22.2,19.9016393442623,9.2,11,0.275,0.458,0.863,1.5,0.5,0.2,1.1,0,1,2
"189",8000000,28,82,32.4,18.7322404371585,15.3,82,0.357,0.475,0.867,2,1.2,0.4,2.6,0,1,3
"190",1015696,26,51,8.5,162.472677595628,2.9,1,0,0.539,0.75,1,0.3,0.6,0.3,0,1,1
"191",980431,22,80,19.1,472.193989071038,5.5,4,0.371,0.514,0.612,1.9,0.4,1,0.6,0,1,2
"192",7000000,24,62,18.4,290.360655737705,9.7,5,0.281,0.536,0.853,1.6,0.4,0.4,0.6,0,1,5
"193",11483254,28,36,24.5,3838.29508196721,14.5,33,0.372,0.48,0.816,2.2,1.2,0.4,2.4,0,1,3
"194",1643040,24,63,16.3,679.94262295082,5.9,28,0.366,0.473,0.89,1.5,0.7,0.1,0.7,0,1,3
"195",9424084,28,3,23.7,279.054644808743,11,1,0.4,0.333,0.9,1.3,0,0,3,0,1,3
"196",17552209,27,76,37,59.2896174863388,23.9,75,0.367,0.477,0.865,1.5,1.9,0.4,2.1,1,1,4
"197",17000000,31,46,22.1,1996.41256830601,5,46,0,0.493,0.436,2.8,0.7,0.8,1.3,0,1,1
"198",6540000,29,36,20.5,237.030054644809,9.1,10,0.409,0.395,0.878,1.1,0.9,0.1,1,0,1,5
"199",980431,25,52,21.9,6.98082191780822,8.2,11,0.385,0.489,0.714,2.3,0.6,0.2,1.1,0,1,5
"200",2100000,29,82,24,359.497267759563,7.1,26,0.441,0.471,0.735,2,1.2,0.1,1.3,0,1,4
"201",11000000,35,78,23.6,30.7950819672131,9.2,14,0.411,0.454,0.818,1.2,0.5,0.2,0.9,0,1,4
"203",600000,23,12,4.4,144.902684563758,1.8,0,0.25,0.667,0.5,0.1,0.1,0.2,0.2,0,1,2
"204",4826160,22,31,25.4,1865.94808743169,20.2,31,0.367,0.495,0.783,3.6,0.9,2.5,3.8,0,1,1
"205",1709719,25,70,14,230.68306010929,5.4,1,0.337,0.483,0.63,1.2,0.4,0.1,0.8,0,1,2
"207",1050961,25,4,3.3,9.95355191256831,1.8,0,0.5,0.333,1,0,0,0,0,0,1,5
"209",15756438,26,78,36.4,62.6338797814208,23.1,78,0.327,0.48,0.801,1.9,2,0.6,4.1,1,1,3
"210",10991957,27,75,25.9,209.603825136612,10.2,34,0.293,0.545,0.867,1.9,0.4,0.3,0.9,0,1,2
"211",5000000,29,78,15.8,356.795081967213,3.8,6,0.346,0.523,0.703,1.6,0.3,0.2,0.5,0,1,2
"212",14382023,24,80,25.8,8.12707182320442,12,80,0.5,0.557,0.811,2.7,0.5,0.8,1.3,0,1,1
"213",874636,27,78,17.8,881.926229508197,6.2,8,0.294,0.461,0.75,1.9,0.6,0.3,1,0,1,5
"214",12500000,24,82,29.2,2046.01366120219,14.7,19,0.329,0.503,0.798,1.8,1.1,0.1,2,0,1,5
"216",874636,25,37,10.4,649.620218579235,4.4,4,0.353,0.404,0.794,0.8,0.2,0.2,0.4,0,1,5
"217",1223653,22,25,5.6,155.139344262295,1.5,1,0,0.455,0.571,0.5,0.1,0.2,0.4,0,1,2
"218",7708427,35,41,13.1,11.0989010989011,3.4,13,0.313,0.5,0.917,0.9,0.3,0,1,0,1,3
"219",1191480,25,2,15.5,143.071038251366,7,0,0.5,0.571,0,0,0,1.5,0,0,1,2
"220",5782450,29,22,17.3,261.986338797814,4.9,14,0.419,0.356,0.667,1.4,0.5,0.2,1,0,1,2
"221",874636,23,53,30.5,377.885245901639,10.2,34,0.33,0.444,0.779,2.5,1.1,0.7,1.2,0,1,5
"222",11000000,26,67,32.7,866.311475409836,15.4,61,0.356,0.498,0.708,2,1.5,0.7,2.9,0,1,3
"224",3267120,22,74,28.8,726.398907103825,13.2,73,0.27,0.507,0.723,3.4,0.7,0.5,2.3,0,1,2
"225",1514160,23,75,16.4,5.06849315068493,7.1,10,0.299,0.522,0.791,1.5,0.5,0.3,0.9,0,1,4
"227",1015696,27,82,20,731.153005464481,7.7,4,0.355,0.513,0.825,1.3,0.8,0.4,0.8,0,1,5
"228",2593440,20,18,34.7,769.196721311475,10.9,15,0.2,0.384,0.617,2.9,1.4,0.3,1.8,0,1,4
"229",1921320,22,65,21.4,3.9859943977591,10.2,48,0,0.508,0.571,2.5,0.8,1.1,2.2,0,1,1
"231",5960160,21,82,37,2515.80054644809,25.1,82,0.367,0.582,0.832,2.9,0.7,1.3,2.6,0,1,1
"232",17638063,25,74,33.4,3726.63661202186,25.5,74,0.38,0.529,0.88,1.6,1.8,0.7,2.1,1,1,4
"233",543471,21,42,9.2,846.789473684211,4,0,0.318,0.404,0.714,0.9,0.4,0.2,0.7,0,1,3
"234",3094013,25,75,20.5,523.66393442623,9,6,0.354,0.608,0.732,2.8,0.6,0.4,1.3,0,1,1
"235",12000000,26,79,34.7,965.691256830601,23.2,79,0.399,0.476,0.847,1.5,1.1,0.3,2.1,1,1,3
"236",12078652,27,61,21.2,444.095628415301,9.6,34,0,0.556,0.693,2,0.7,0.7,1,0,1,2
"237",15730337,27,73,26.9,603.628415300546,11,64,0.346,0.446,0.708,2.3,1.2,0.7,1.7,0,1,4
"238",3678319,23,76,33.3,284.66393442623,13.8,75,0.35,0.442,0.832,1.6,1.2,0.2,1.1,0,1,5
"239",26540100,28,62,33.4,10560.1475409836,25.1,62,0.375,0.608,0.875,1.9,1.1,1.6,2.2,1,1,2
"240",21165675,28,60,31.4,3874.62568306011,19,60,0.373,0.471,0.871,2.1,0.9,0.4,2,0,1,2
"241",1800000,27,49,11.4,18.3524590163934,4.7,3,0,0.556,0.636,1.3,0.1,0.4,0.6,0,1,2
"242",1182840,20,53,8.4,510.81693989071,2.5,4,0.222,0.551,0.618,1.2,0.3,0.3,0.3,0,1,1
"243",15200000,25,29,30.7,331.20218579235,14.7,23,0.433,0.459,0.88,2.7,1.4,0.2,2.2,0,1,4
"244",16663575,26,78,34,7156.06284153005,22.3,78,0.414,0.516,0.853,1.8,0.8,0.5,1.6,1,1,5
"245",8046500,27,71,20,225.068306010929,6.6,62,0,0.552,0.613,2.4,0.5,0.7,0.9,0,1,1
"246",3872520,22,78,17.1,1126.37978142077,3.8,7,0.288,0.404,0.61,2.3,1,0.5,1.1,0,1,3
"247",8630000,31,56,12.3,3376.60928961749,4.6,4,0.352,0.425,0.78,1.2,0.3,0.4,0.5,0,1,2
"248",4317720,21,66,32.8,27.3169398907104,18.1,65,0.357,0.493,0.786,3.7,0.7,2,1.8,0,1,2
"249",1192080,23,72,14.2,5.78236914600551,3.4,14,0.375,0.462,0.789,0.9,0.7,0.4,0.5,0,1,4
"250",5239437,35,67,26.2,1076.79508196721,10.1,22,0.451,0.494,0.905,1.6,0.5,0.3,1,0,1,5
"251",12000000,30,60,37.4,3089.53551912568,22.4,60,0.412,0.518,0.819,2.8,1.5,0.3,2.9,1,1,3
"252",3918750,26,79,15.6,250.120218579235,6.3,8,0.118,0.538,0.771,2.2,0.5,1.3,1,0,1,1
"253",4837500,28,32,12,536.628415300546,2.8,2,0.189,0.587,0.765,0.9,0.2,0.2,0.3,0,1,4
"254",543471,24,14,3.1,388.390710382514,0.9,0,0.308,0,0.5,0.3,0.2,0.1,0.4,0,1,2
"255",17638063,24,72,35.1,8258.90163934426,25.2,72,0.401,0.505,0.905,2.2,1.2,0.3,2.5,1,1,3
"256",20575005,31,72,32.4,1485.64480874317,17.3,72,0.411,0.48,0.812,2.2,0.6,1.2,1.4,0,1,2
"257",6191000,28,46,21,276.032786885246,6,15,0.447,0.371,0.843,1.8,0.5,0.1,0.5,0,1,2
"258",5200000,25,74,20.2,218.756830601093,7.9,2,0.39,0.367,0.797,1.3,0.6,0.1,0.6,0,1,3
"259",3500000,27,61,14.3,96.4371584699454,2.9,5,0,0.461,0.697,1.3,0.3,0.4,0.5,0,1,2
"260",4000000,34,67,14.4,1397.60109289617,6.3,0,0.357,0.466,0.889,1.2,0.5,0.1,0.7,0,1,5
"261",30963450,32,74,37.8,24108.7021857924,26.4,74,0.363,0.611,0.674,1.8,1.2,0.6,4.1,1,1,4
"263",2203000,30,80,22.3,377.948087431694,6.1,76,0.391,0.552,0.678,1.5,1,0.4,0.6,0,1,4
"264",1921320,24,57,19.1,336.31693989071,4.4,6,0.25,0.694,0.657,2.4,0.9,1.6,0.8,0,1,1
"265",5000000,36,36,12.8,681.639344262295,5.1,1,0.34,0.535,0.676,1.8,0.4,0.1,0.9,0,1,2
"266",1227286,27,68,15.7,217.054644808743,4.8,55,0.414,0.366,0.733,1.7,0.3,0.2,0.4,0,1,4
"267",18000000,31,56,26.5,1264.95901639344,7.6,49,0.309,0.436,0.73,1.1,0.9,0.4,0.8,0,1,4
"268",1439880,21,22,9,288.939516129032,3.6,0,0.286,0.5,0.789,1,0.2,0,0.4,0,1,5
"269",875000,24,75,26.4,331.535519125683,10.2,28,0.404,0.48,0.865,1.9,1.1,0.2,1.5,0,1,5
"270",2500000,27,73,17.1,289.920765027322,5.4,2,0.236,0.428,0.806,1.5,0.5,0,1.3,0,1,3
"271",1627320,20,22,7.5,242.213438735178,3.8,1,0.321,0.533,0.8,0.5,0.3,0,0.4,0,1,5
"272",14000000,39,69,18.7,59.051912568306,7.5,0,0.392,0.387,0.804,1.7,1.2,0.2,1.4,0,1,5
"273",21165675,32,74,34.2,1034.23224043716,19.5,74,0.388,0.48,0.837,2.3,0.9,1.3,2.2,1,1,1
"275",12000000,32,82,31.2,372.94262295082,10.8,82,0,0.58,0.648,2.6,0.5,0.7,1.5,0,1,1
"276",6333333,30,74,24,379.497267759563,10.5,0,0.36,0.488,0.893,1.2,0.6,0.1,0.9,0,1,5
"277",4625000,27,79,32.5,7.07417582417582,14,79,0.331,0.466,0.784,2.1,0.7,0.3,1.1,0,1,4
"278",3578880,22,79,30.4,530.18306010929,10.6,24,0.283,0.42,0.812,2.4,1.6,0.4,2,0,1,5
"280",3909840,21,65,14.8,459.890710382514,4.9,2,0.299,0.398,0.8,1.1,0.5,0.2,0.9,0,1,4
"281",7400000,27,76,31.2,560.486338797814,14,76,0.362,0.483,0.837,3.3,1.1,0.6,1.7,0,1,2
"282",2941440,19,82,21.3,429.074204946996,9.2,75,0.321,0.52,0.624,3.2,0.8,0.9,1.3,0,1,2
